         232641244 function calls (232621006 primitive calls) in 406.605 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       64    0.000    0.000    0.000    0.000 copy.py:242(_keep_alive)
        1    0.000    0.000    0.000    0.000 fitpack.py:5(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:1058(<listcomp>)
        1    0.000    0.000    0.002    0.002 _kde.py:21(<module>)
        3    0.000    0.000    0.000    0.000 tempfile.py:138(rng)
        8    0.000    0.000    0.000    0.000 _nonlin.py:110(_set_doc)
        1    0.000    0.000    0.035    0.035 pool.py:1(<module>)
        1    0.000    0.000    0.004    0.004 plistlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4617(levy_l_gen)
        1    0.000    0.000    0.033    0.033 _memmapping_reducer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
       22    0.000    0.000    0.000    0.000 _docscrape.py:182(_strip)
       16    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 validation.py:1(<module>)
      417    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 bdist.py:1(<module>)
        1    0.000    0.000    0.096    0.096 _nca.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _lda.py:1(<module>)
      174    0.000    0.000    0.000    0.000 core.py:3803(<genexpr>)
      107    0.000    0.000    0.000    0.000 re.py:188(match)
        1    0.000    0.000    0.007    0.007 windows_events.py:1(<module>)
      122    0.000    0.000    0.000    0.000 version.py:321(epoch)
        1    0.000    0.000    0.005    0.005 extmath.py:1(<module>)
       27    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dispersion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dop853_coefficients.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _matfuncs.py:5(<module>)
        4    0.000    0.000    0.001    0.000 _docscrape.py:581(__str__)
      116    0.000    0.000    0.000    0.000 re.py:331(filter)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        1    0.000    0.000    0.002    0.002 mstats.py:1(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.008    0.008 header.py:5(<module>)
        3    0.000    0.000    0.004    0.001 traceback.py:200(extract_stack)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        7    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
        1    0.000    0.000    0.000    0.000 _dict_learning.py:1(<module>)
       26    0.000    0.000    0.000    0.000 dataclasses.py:612(_is_type)
        1    0.000    0.000    0.011    0.011 pyprojecttoml.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:4948(__init__)
       61    0.000    0.000    0.000    0.000 __init__.py:930(_added_new)
       33    0.000    0.000    0.065    0.002 platform.py:825(uname)
        2    0.000    0.000    0.000    0.000 version.py:257(Version)
        2    0.000    0.000    0.003    0.002 linecache.py:80(updatecache)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    0.001    0.001 argparse.py:4(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       25    0.000    0.000    0.002    0.000 core.py:677(<listcomp>)
        1    0.000    0.000    0.000    0.000 tournament.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
        1    0.000    0.000    0.010    0.010 ivp.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _docscrape.py:276(_parse_see_also)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _theil_sen.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        2    0.000    0.000    0.001    0.000 zipp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _variation.py:2(<module>)
        1    0.000    0.000    0.000    0.000 asyn_fluid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 results.py:27(ParseResults)
        1    0.000    0.000    0.000    0.000 case.py:309(TestCase)
       11    0.000    0.000    0.000    0.000 decorator.py:127(update)
       97    0.000    0.000    0.000    0.000 core.py:5713(<genexpr>)
        1    0.000    0.000    0.040    0.040 _parallel_backends.py:1(<module>)
       20    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:757(create_module)
        2    0.000    0.000    0.009    0.005 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        3    0.000    0.000    0.002    0.001 connectivity.py:1(<module>)
       56    0.000    0.000    0.000    0.000 copy.py:200(_deepcopy_list)
       40    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
      122    0.000    0.000    0.000    0.000 version.py:336(post)
        1    0.000    0.000    0.004    0.004 least_squares.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expanders.py:1(<module>)
      122    0.000    0.000    0.000    0.000 version.py:331(pre)
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _cobyla_py.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _numdiff.py:1(<module>)
        2    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
        2    0.000    0.000    0.004    0.002 covering.py:1(<module>)
        1    0.000    0.000    0.000    0.000 line.py:1(<module>)
       17    0.000    0.000    0.001    0.000 utils.py:144(deprecate)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:1(<module>)
        1    0.000    0.000    0.010    0.010 reduction.py:11(<module>)
      263    0.000    0.000    0.000    0.000 _add_newdocs.py:18(add_newdoc)
        1    0.000    0.000    0.001    0.001 unicode.py:3(<module>)
        1    0.000    0.000    0.003    0.003 linsolve.py:1(<module>)
      121    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.006    0.006 _linprog_highs.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _linprog_ip.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _continuous_distns.py:54(_call_super_mom)
       32    0.000    0.000    0.000    0.000 _internal.py:575(consume_until)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.003    0.003 case.py:1(<module>)
        1    0.000    0.000    0.014    0.014 _minpack_py.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _compressed.py:1(<module>)
        1    0.000    0.000    0.020    0.020 _pickle.py:1(<module>)
        2    0.000    0.000    0.014    0.007 specifiers.py:299(Specifier)
    22/21    0.000    0.000    0.000    0.000 core.py:4430(_generateDefaultName)
        1    0.000    0.000    0.005    0.005 ElementTree.py:1(<module>)
        1    0.000    0.000    0.025    0.025 subprocess.py:756(__init__)
        1    0.000    0.000    0.002    0.002 _rbfinterp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        4    0.000    0.000    0.007    0.002 _docscrape.py:140(__init__)
      122    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       76    0.000    0.000    0.000    0.000 _internal.py:569(consume)
        1    0.000    0.000    0.000    0.000 _quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.014    0.014 _constraints.py:1(<module>)
      6/4    0.000    0.000    0.003    0.001 core.py:4779(parseImpl)
       38    0.000    0.000    0.000    0.000 results.py:191(__getitem__)
       82    0.000    0.000    0.000    0.000 _internal.py:564(advance)
        2    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
       24    0.000    0.000    0.003    0.000 dataclasses.py:575(_cmp_fn)
        1    0.000    0.000    0.002    0.002 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _entry_points.py:1(<module>)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:1(<module>)
        6    0.000    0.000    0.003    0.001 linecache.py:36(getlines)
        1    0.000    0.000    0.001    0.001 pickle.py:197(<listcomp>)
        2    0.000    0.000    0.002    0.001 specifiers.py:227(LegacySpecifier)
        1    0.000    0.000    0.002    0.002 _pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:13(Command)
        1    0.000    0.000    0.002    0.002 msvc.py:1(<module>)
       20    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.008    0.008 maxflow.py:1(<module>)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1006(__init_subclass__)
      9/8    0.000    0.000    0.019    0.002 core.py:4956(parseImpl)
      4/1    0.000    0.000    0.003    0.003 sysconfig.py:527(get_config_vars)
        8    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        2    0.000    0.000    0.001    0.001 clique.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.011    0.011 nx_agraph.py:1(<module>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
      170    0.000    0.000    0.000    0.000 util.py:196(escape_re_range_char)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        5    0.000    0.000    0.000    0.000 doccer.py:133(_doc)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
       81    0.000    0.000    0.000    0.000 overrides.py:121(decorator)
        1    0.000    0.000    0.009    0.009 betweenness.py:1(<module>)
        1    0.000    0.000    0.002    0.002 mst.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bayes.py:1(<module>)
        1    0.000    0.000    0.010    0.010 platform.py:3(<module>)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        2    0.000    0.000    0.090    0.045 __init__.py:553(__init__)
        1    0.000    0.000    0.005    0.005 events.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _mannwhitneyu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quality.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edge_kcomponents.py:1(<module>)
       41    0.000    0.000    0.000    0.000 dataclasses.py:353(<listcomp>)
        7    0.000    0.000    0.000    0.000 __init__.py:2034(getLogger)
        1    0.000    0.000    0.003    0.003 _polynomial.py:1(<module>)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:430(<listcomp>)
       86    0.000    0.000    0.000    0.000 typing.py:902(<genexpr>)
        1    0.000    0.000    0.003    0.003 _root_scalar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _omp.py:1(<module>)
      122    0.000    0.000    0.000    0.000 version.py:344(local)
        1    0.000    0.000    0.002    0.002 _bsplines.py:1(<module>)
       28    0.000    0.000    0.000    0.000 enum.py:415(__getattr__)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
      122    0.000    0.000    0.000    0.000 version.py:326(release)
       38    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.006    0.006 _bootstrap.py:1(<module>)
        1    0.000    0.000    0.002    0.002 trf_linear.py:1(<module>)
        1    0.000    0.000    0.003    0.003 bdf.py:1(<module>)
        2    0.000    0.000    0.001    0.000 decorators.py:930(compile)
        4    0.000    0.000    0.031    0.008 core.py:1078(parse_string)
        1    0.000    0.000    0.000    0.000 _estimator_html_repr.py:1(<module>)
       16    0.000    0.000    0.013    0.001 dataclasses.py:1012(wrap)
        1    0.000    0.000    0.053    0.053 platform.py:360(win32_ver)
        4    0.000    0.000    0.001    0.000 _docscrape.py:349(_parse_summary)
        1    0.000    0.000    0.005    0.005 configparser.py:1(<module>)
      164    0.000    0.000    0.000    0.000 core.py:1702(leave_whitespace)
        2    0.000    0.000    0.001    0.000 core.py:3088(__init__)
        1    0.000    0.000    0.002    0.002 coroutines.py:1(<module>)
        1    0.000    0.000    0.002    0.002 fancy_getopt.py:1(<module>)
       14    0.000    0.000    0.063    0.004 __init__.py:2030(_by_version_descending)
        1    0.000    0.000    0.001    0.001 projections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:280(Version)
        2    0.000    0.000    0.000    0.000 cluster.py:1(<module>)
       22    0.000    0.000    0.001    0.000 _docscrape.py:553(dedent_lines)
       20    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.003    0.003 secrets.py:1(<module>)
       16    0.000    0.000    0.001    0.000 dataclasses.py:863(<listcomp>)
        1    0.000    0.000    0.000    0.000 reduction.py:10(<module>)
        1    0.000    0.000    0.000    0.000 graph.py:44(Graph)
        1    0.000    0.000    0.003    0.003 configparser.py:560(RawConfigParser)
       36    0.000    0.000    0.002    0.000 glob.py:42(_iglob)
      153    0.000    0.000    0.000    0.000 _deprecated_my_exceptions.py:102(<lambda>)
       26    0.000    0.000    0.000    0.000 core.py:914(__init__)
        1    0.000    0.000    0.000    0.000 _arrays.py:1(<module>)
      127    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        1    0.000    0.000    0.002    0.002 tempfile.py:182(_get_default_tempdir)
        1    0.000    0.000    0.001    0.001 _matfuncs_sqrtm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _sputils.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _fitpack_impl.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1847(<dictcomp>)
        1    0.000    0.000    0.016    0.016 overrides.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2972(__array_finalize__)
        1    0.000    0.000    0.000    0.000 _svds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 metaestimators.py:1(<module>)
       90    0.000    0.000    0.000    0.000 typing.py:565(__eq__)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       12    0.000    0.000    0.000    0.000 core.py:5667(<lambda>)
        1    0.000    0.000    0.000    0.000 process.py:4(<module>)
        1    0.000    0.000    0.001    0.001 edge_augmentation.py:1(<module>)
       40    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
       20    0.000    0.000    0.000    0.000 core.py:289(wrapper)
       14    0.000    0.000    0.000    0.000 core.py:8106(getdoc)
      142    0.000    0.000    0.000    0.000 core.py:4087(<genexpr>)
        1    0.000    0.000    0.000    0.000 mock.py:39(<setcomp>)
        1    0.000    0.000    0.001    0.001 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
       51    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
        1    0.000    0.000    0.004    0.004 lsq_linear.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1191(__init_subclass__)
       79    0.000    0.000    0.000    0.000 core.py:3629(recurse)
       21    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
      142    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:326(_sanity_check)
        1    0.000    0.000    0.007    0.007 _classes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 specifiers.py:39(BaseSpecifier)
        2    0.000    0.000    0.000    0.000 _regression.py:1(<module>)
      136    0.000    0.000    0.000    0.000 _docscrape.py:153(__getitem__)
        1    0.000    0.000    0.000    0.000 dag.py:1(<module>)
        1    0.000    0.000    0.070    0.070 _msvccompiler.py:1(<module>)
        5    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
       11    0.000    0.000    0.006    0.001 core.py:5392(__init__)
        1    0.000    0.000    0.004    0.004 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
       48    0.000    0.000    0.000    0.000 lapack.py:876(backtickrepl)
        1    0.000    0.000    0.000    0.000 _decomp.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _label.py:9(<module>)
       44    0.000    0.000    0.000    0.000 dataclasses.py:597(_is_classvar)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
        1    0.000    0.000    0.002    0.002 _sag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyprojecttoml.py:194(_ConfigExpander)
        1    0.000    0.000    0.000    0.000 __init__.py:226(<listcomp>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        9    0.000    0.000    0.002    0.000 decorator.py:200(decorate)
       71    0.000    0.000    0.000    0.000 core.py:4370(recurse)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 _doccer.py:1(<module>)
        1    0.000    0.000    0.004    0.004 gml.py:1(<module>)
        1    0.000    0.000    0.001    0.001 link.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _interpolation.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _shgo.py:1(<module>)
       81    0.000    0.000    0.000    0.000 enum.py:792(value)
        1    0.000    0.000    0.004    0.004 modularity_max.py:1(<module>)
        2    0.000    0.000    0.004    0.002 core.py:5684(srange)
      109    0.000    0.000    0.000    0.000 core.py:3858(<genexpr>)
        1    0.000    0.000    0.005    0.005 hashlib.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
        1    0.000    0.000    0.804    0.804 _joblib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _page_trend_test.py:1(<module>)
       44    0.000    0.000    0.000    0.000 dataclasses.py:470(_init_param)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:194(_add_array_type)
        1    0.000    0.000    0.002    0.002 _linprog_rs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quantile.py:4(<module>)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:10(<module>)
        1    0.000    0.000    0.005    0.005 _linprog_util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _supervised.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _lbfgsb_py.py:1(<module>)
       44    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.025    0.025 subprocess.py:1334(_execute_child)
        3    0.000    0.000    0.004    0.001 __init__.py:5(<module>)
        2    0.000    0.000    0.001    0.000 __init__.py:154(EntryPoint)
      143    0.000    0.000    0.000    0.000 core.py:4088(<genexpr>)
        2    0.000    0.000    0.011    0.005 _unsupervised.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
       81    0.000    0.000    0.000    0.000 overrides.py:110(set_module)
       11    0.000    0.000    0.001    0.000 core.py:5590(__add__)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
        1    0.000    0.000    0.001    0.001 trf.py:1(<module>)
        1    0.000    0.000    0.003    0.003 charset.py:5(<module>)
      124    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      167    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 simple_paths.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
      122    0.000    0.000    0.000    0.000 version.py:340(dev)
        1    0.000    0.000    0.000    0.000 base_events.py:384(BaseEventLoop)
        1    0.000    0.000    0.017    0.017 feedparser.py:5(<module>)
        1    0.000    0.000    0.002    0.002 staggered.py:1(<module>)
        1    0.000    0.000    0.004    0.004 contingency.py:1(<module>)
       14    0.000    0.000    0.000    0.000 specifiers.py:287(_require_version_compare)
       23    0.000    0.000    0.001    0.000 overrides.py:200(decorator)
        2    0.000    0.000    0.003    0.001 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
       50    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
        1    0.000    0.000    0.001    0.001 random_graphs.py:1(<module>)
       21    0.000    0.000    0.000    0.000 core.py:2347(parseImpl)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
        2    0.000    0.000    0.019    0.009 core.py:3949(parseImpl)
        2    0.000    0.000    0.000    0.000 decorators.py:978(assemble)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
        1    0.000    0.000    0.012    0.012 func_inspect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decorator.py:30(<module>)
       14    0.000    0.000    0.000    0.000 deprecation.py:37(__call__)
        1    0.000    0.000    0.021    0.021 _root.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _tnc.py:25(<module>)
        1    0.000    0.000    0.000    0.000 dogbox.py:1(<module>)
      124    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 _truncated_svd.py:1(<module>)
       40    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:497(BaseSGDClassifier)
        1    0.000    0.000    0.000    0.000 small.py:1(<module>)
        1    0.000    0.000    0.002    0.002 current_flow_betweenness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mstats_extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.007    0.007 headerregistry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 capacityscaling.py:1(<module>)
        1    0.000    0.000    0.027    0.027 subprocess.py:1090(communicate)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ccompiler.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.002    0.002 matching.py:11(<module>)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
        9    0.000    0.000    0.000    0.000 core.py:2856(parseImpl)
        1    0.000    0.000    0.000    0.000 matchhelpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _kernel_pca.py:1(<module>)
      136    0.000    0.000    0.000    0.000 typing.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 edge_kcomponents.py:239(EdgeComponentAuxGraph)
        1    0.000    0.000    0.000    0.000 proactor_events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _multiprocessing_helpers.py:1(<module>)
        7    0.000    0.000    0.000    0.000 deprecation.py:97(_decorate_property)
       14    0.000    0.000    0.000    0.000 deprecation.py:110(_update_doc)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1575(_array_str_implementation)
        5    0.000    0.000    0.000    0.000 version.py:467(_cmpkey)
        1    0.000    0.000    0.000    0.000 layout.py:1(<module>)
      124    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _adapters.py:8(Message)
        1    0.000    0.000    0.003    0.003 _measurements.py:31(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
      2/1    0.000    0.000    0.714    0.714 __init__.py:99(spec_for_distutils)
        6    0.000    0.000    0.000    0.000 decorators.py:910(_name)
       16    0.000    0.000    0.000    0.000 dataclasses.py:924(<listcomp>)
        2    0.000    0.000    0.000    0.000 specifiers.py:620(SpecifierSet)
      124    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
       19    0.000    0.000    0.001    0.000 core.py:5585(__init__)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:1(<module>)
      122    0.000    0.000    0.000    0.000 __init__.py:2614(_reload_version)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.006    0.006 bz2.py:1(<module>)
       13    0.000    0.000    0.000    0.000 platform.py:1002(_sys_version)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _docscrape.py:156(__setitem__)
     10/1    0.000    0.000    0.713    0.713 __init__.py:109(import_module)
       13    0.000    0.000    0.000    0.000 inspect.py:1866(_signature_is_builtin)
        1    0.000    0.000    0.010    0.010 cmd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 specfun.py:5(<module>)
        1    0.000    0.000    0.000    0.000 greedy_coloring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        2    0.000    0.000    0.001    0.001 subprocess.py:1462(_wait)
       42    0.000    0.000    0.000    0.000 typing_extensions.py:114(_should_collect_from_parameters)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
      124    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        1    0.000    0.000    0.002    0.002 boykovkolmogorov.py:1(<module>)
       18    0.000    0.000    0.000    0.000 core.py:990(__init__)
        1    0.000    0.000    0.000    0.000 digraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 link_prediction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 smallworld.py:1(<module>)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:5(<module>)
       15    0.000    0.000    0.001    0.000 core.py:563(_setResultsName)
        1    0.000    0.000    0.010    0.010 chordal.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.011    0.011 logger.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:3243(<genexpr>)
      124    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6409(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 __init__.py:291(<listcomp>)
        3    0.000    0.000    0.000    0.000 monkey.py:22(_get_mro)
        1    0.000    0.000    0.000    0.000 bdist.py:23(bdist)
        1    0.000    0.000    0.002    0.002 sslproto.py:1(<module>)
      105    0.000    0.000    0.000    0.000 enum.py:551(<lambda>)
        1    0.000    0.000    0.000    0.000 louvain.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _fitpack2.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:683(add_parse_action)
        1    0.000    0.000    0.000    0.000 _factor_analysis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laplacianmatrix.py:1(<module>)
        1    0.000    0.000    0.001    0.001 classic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.007    0.007 _fitpack_py.py:1(<module>)
        2    0.000    0.000    0.001    0.001 distance_measures.py:1(<module>)
       16    0.000    0.000    0.000    0.000 dataclasses.py:532(<listcomp>)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 _base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
        1    0.000    0.000    0.002    0.002 _quadpack_py.py:3(<module>)
