         232641244 function calls (232621006 primitive calls) in 406.605 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 case.py:246(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 locks.py:164(Event)
        1    0.000    0.000    0.000    0.000 locks.py:354(Semaphore)
        1    0.000    0.000    0.000    0.000 process.py:14(LokyProcess)
        1    0.000    0.000    0.000    0.000 queues.py:338(SimpleQueue)
        1    0.000    0.000    0.000    0.000 _kdtree.py:270(node)
        1    0.000    0.000    0.000    0.000 _kdtree.py:310(innernode)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:551(LinearVectorFunction)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1249(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:35(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:181(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2390(genexpon_gen)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:132(RBFInterpolator)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:320(threadpool_limits)
        1    0.000    0.000    0.000    0.000 _distance_metric.py:7(DistanceMetric)
        1    0.000    0.000    0.000    0.000 _regression.py:22(KNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 _split.py:365(KFold)
        1    0.000    0.000    0.000    0.000 _split.py:1737(GroupShuffleSplit)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        1    0.000    0.000    0.000    0.000 weakref.py:428(__setitem__)
        1    0.000    0.000    0.000    0.000 threading.py:386(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:510(Event)
        1    0.000    0.000    0.000    0.000 pathlib.py:625(_PathParents)
        2    0.000    0.000    0.000    0.000 planarity.py:198(__init__)
        1    0.000    0.000    0.000    0.000 function_base.py:2092(vectorize)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:183(_ndptr)
        1    0.000    0.000    0.000    0.000 _util.py:410(MapWrapper)
        1    0.000    0.000    0.000    0.000 memory.py:292(NotMemorizedResult)
        1    0.000    0.000    0.000    0.000 hashing.py:22(_ConsistentSet)
        1    0.000    0.000    0.000    0.000 hashing.py:154(NumpyHasher)
        1    0.000    0.000    0.000    0.000 glm.py:572(GammaRegressor)
        1    0.000    0.000    0.000    0.000 loss.py:702(HalfTweedieLoss)
        1    0.000    0.000    0.000    0.000 _quantile.py:18(QuantileRegressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:614(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:2209(FastLookup)
        1    0.000    0.000    0.000    0.000 configparser.py:360(Interpolation)
        1    0.000    0.000    0.000    0.000 __init__.py:1669(ZipManifests)
        4    0.000    0.000    0.000    0.000 __init__.py:1976(register_finder)
        1    0.000    0.000    0.000    0.000 __init__.py:3250(PkgResourcesDeprecationWarning)
        1    0.000    0.000    0.000    0.000 more.py:1648(UnequalIterablesError)
        1    0.000    0.000    0.000    0.000 unicode.py:224(Kanji)
        1    0.000    0.000    0.000    0.000 core.py:4835(OneOrMore)
        6    0.000    0.000    0.000    0.000 core.py:5602(postParse)
        1    0.000    0.000    0.000    0.000 __init__.py:508(PackagePath)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:634(DomainLiteral)
        1    0.000    0.000    0.000    0.000 discovery.py:169(ModuleFinder)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:133(MacroExpander)
        1    0.000    0.000    0.000    0.000 difflib.py:724(Differ)
        1    0.000    0.000    0.000    0.000 argparse.py:107(_AttributeHolder)
        3    0.000    0.000    0.000    0.000 mock.py:278(__init__)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:190(SequentialBackend)
        1    0.000    0.000    0.000    0.000 queues.py:195(SimpleQueue)
        1    0.000    0.000    0.000    0.000 fixes.py:107(_FuncWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1680(CDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1731(PDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 doccer.py:202(filldoc)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1203(LinearMixing)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:22(VisitingDistribution)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:12(LRUDict)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:687(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1064(zipf_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1635(nchypergeom_wallenius_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:218(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:681(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 _estimator_html_repr.py:26(_VisualBlock)
        1    0.000    0.000    0.000    0.000 _discretization.py:22(KBinsDiscretizer)
        1    0.000    0.000    0.000    0.000 _classification.py:311(RadiusNeighborsClassifier)
        1    0.000    0.000    0.000    0.000 _split.py:453(GroupKFold)
        1    0.000    0.000    0.000    0.000 _split.py:948(TimeSeriesSplit)
        1    0.000    0.000    0.000    0.000 _split.py:1356(_RepeatedSplits)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 __init__.py:9(warn_distutils_present)
        2    0.000    0.000    0.000    0.000 dataclasses.py:959(<listcomp>)
        1    0.000    0.000    0.000    0.000 reportviews.py:888(OutMultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:1188(EdgeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:1396(InMultiEdgeView)
        1    0.000    0.000    0.000    0.000 pairs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:60(_NoValueType)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:366(errstate)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 pydoc.py:382(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 context.py:229(__init__)
        1    0.000    0.000    0.000    0.000 loss.py:671(HalfGammaLoss)
        1    0.000    0.000    0.000    0.000 _deprecation_warning.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:916(subscribe)
        2    0.000    0.000    0.000    0.000 utils.py:15(InvalidWheelFilename)
        1    0.000    0.000    0.000    0.000 unicode.py:283(Thai)
        1    0.000    0.000    0.000    0.000 unicode.py:295(Hebrew)
        1    0.000    0.000    0.000    0.000 filelist.py:275(_UniqueDirs)
        1    0.000    0.000    0.000    0.000 more.py:2267(islice_extended)
        1    0.000    0.000    0.000    0.000 headerregistry.py:559(HeaderRegistry)
        1    0.000    0.000    0.000    0.000 argparse.py:769(Action)
        1    0.000    0.000    0.000    0.000 _base.py:113(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:222(PoolManagerMixin)
        1    0.000    0.000    0.000    0.000 pool.py:48(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:107(_WeakArrayKeyMap)
        1    0.000    0.000    0.000    0.000 popen_spawn_win32.py:38(Popen)
        1    0.000    0.000    0.000    0.000 connection.py:437(Listener)
        1    0.000    0.000    0.000    0.000 reduction.py:40(_ReducerRegistry)
        1    0.000    0.000    0.000    0.000 _interface.py:553(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:753(IdentityOperator)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:33(RootResults)
        1    0.000    0.000    0.000    0.000 triangulation.py:454(VertexGroup)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4308(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1313(skellam_gen)
        1    0.000    0.000    0.000    0.000 _binomtest.py:10(BinomTestResult)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3473(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3758(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3717(unitary_group_gen)
        3    0.000    0.000    0.000    0.000 threadpoolctl.py:456(<genexpr>)
        1    0.000    0.000    0.000    0.000 _data.py:635(StandardScaler)
        1    0.000    0.000    0.000    0.000 _incremental_pca.py:15(IncrementalPCA)
        1    0.000    0.000    0.000    0.000 _split.py:1645(ShuffleSplit)
        1    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1326(_DummyThread)
        1    0.000    0.000    0.000    0.000 parse.py:186(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 heaps.py:281(BinaryHeap)
        1    0.000    0.000    0.000    0.000 coreviews.py:267(FilterAtlas)
        1    0.000    0.000    0.000    0.000 coreviews.py:315(FilterAdjacency)
        1    0.000    0.000    0.000    0.000 utils.py:56(GlobalRelabelThreshold)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:74(GraphMatcher)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:48(PytestTester)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6742(_frommethod)
        3    0.000    0.000    0.000    0.000 _sputils.py:295(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:635(ClassifierMixin)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 configparser.py:168(Error)
        4    0.000    0.000    0.000    0.000 __init__.py:2200(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 more.py:3997(countable)
        1    0.000    0.000    0.000    0.000 util.py:102(_FifoCache)
        1    0.000    0.000    0.000    0.000 unicode.py:309(Devanagari)
        2    0.000    0.000    0.000    0.000 core.py:485(suppress_warning)
        1    0.000    0.000    0.000    0.000 core.py:3513(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3530(__init__)
        1    0.000    0.000    0.000    0.000 core.py:4449(_IndentGreater)
        1    0.000    0.000    0.000    0.000 zipp.py:114(FastLookup)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:482(InvalidMailbox)
        1    0.000    0.000    0.000    0.000 mock.py:2399(__new__)
        1    0.000    0.000    0.000    0.000 tasks.py:693(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 version.py:45(Version)
        1    0.000    0.000    0.000    0.000 compressor.py:120(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:147(LZMACompressorWrapper)
        1    0.000    0.000    0.000    0.000 parallel.py:122(parallel_backend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:370(ThreadingBackend)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:1494(__init__)
        1    0.000    0.000    0.000    0.000 _kdtree.py:301(leafnode)
        1    0.000    0.000    0.000    0.000 _interface.py:632(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:688(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:239(BFGS)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:601(IdentityVectorFunction)
        1    0.000    0.000    0.000    0.000 _nonlin.py:373(Jacobian)
        1    0.000    0.000    0.000    0.000 _ode.py:762(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1552(nchypergeom_fisher_gen)
        6    0.000    0.000    0.000    0.000 version.py:482(<lambda>)
        1    0.000    0.000    0.000    0.000 _data.py:1044(MaxAbsScaler)
        1    0.000    0.000    0.000    0.000 _label.py:169(LabelBinarizer)
        1    0.000    0.000    0.000    0.000 _unsupervised.py:7(NearestNeighbors)
        1    0.000    0.000    0.000    0.000 _regression.py:249(RadiusNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 _split.py:1222(LeavePGroupsOut)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.extension_suffixes}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:210(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:218(remove_shim)
        6    0.000    0.000    0.000    0.000 typing.py:309(__init_subclass__)
        1    0.000    0.000    0.000    0.000 threading.py:1222(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_Flavour)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        5    0.000    0.000    0.000    0.000 datetime.py:445(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:612(ndindex)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 base.py:836(TransformerMixin)
        1    0.000    0.000    0.000    0.000 sysconfig.py:141(is_python_build)
        1    0.000    0.000    0.000    0.000 loss.py:580(PinballLoss)
        1    0.000    0.000    0.000    0.000 loss.py:639(HalfPoissonLoss)
        1    0.000    0.000    0.000    0.000 glm_distribution.py:347(PoissonDistribution)
        1    0.000    0.000    0.000    0.000 _huber.py:126(HuberRegressor)
        1    0.000    0.000    0.000    0.000 _dict_learning.py:1154(_BaseSparseCoding)
        1    0.000    0.000    0.000    0.000 specifiers.py:627(<listcomp>)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(ExceptionWordUnicode)
        1    0.000    0.000    0.000    0.000 core.py:2286(NoMatch)
        1    0.000    0.000    0.000    0.000 core.py:2855(_WordRegex)
        1    0.000    0.000    0.000    0.000 core.py:3525(StringEnd)
        1    0.000    0.000    0.000    0.000 core.py:4672(Located)
        4    0.000    0.000    0.000    0.000 helpers.py:402(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:709(Context)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:598(LocalPart)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:657(Parameter)
        1    0.000    0.000    0.000    0.000 argparse.py:1102(_VersionAction)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 mock.py:2431(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:98(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 windows_events.py:170(_WaitCancelFuture)
        1    0.000    0.000    0.000    0.000 connection.py:273(PipeConnection)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:699(__init__)
        1    0.000    0.000    0.000    0.000 pool.py:742(ApplyResult)
        1    0.000    0.000    0.000    0.000 distance.py:1706(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:25(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 _shgo.py:1520(LMapCache)
        1    0.000    0.000    0.000    0.000 triangulation.py:533(Vertex)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:130(EnergyState)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:214(StrategyChain)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:385(LocalSearchWrapper)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:850(_NQuad)
        1    0.000    0.000    0.000    0.000 common.py:122(OdeSolution)
        1    0.000    0.000    0.000    0.000 _docscrape.py:562(FunctionDoc)
        1    0.000    0.000    0.000    0.000 _scorer.py:81(_MultimetricScorer)
        1    0.000    0.000    0.000    0.000 _split.py:1457(RepeatedKFold)
        1    0.000    0.000    0.000    0.000 _split.py:2120(PredefinedSplit)
        2    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 enum.py:57(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 parse.py:216(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:797(Quoter)
        1    0.000    0.000    0.000    0.000 coreviews.py:66(AdjacencyView)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1116(_ListDataStream)
        1    0.000    0.000    0.000    0.000 greedy_coloring.py:407(_AdjEntry)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:121(DiGraphMatcher)
        1    0.000    0.000    0.000    0.000 numerictypes.py:424(_typedict)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1304(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 subprocess.py:174(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:1328(<setcomp>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:524(__init__)
        1    0.000    0.000    0.000    0.000 core.py:970(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 _ridge.py:1494(_XT_CenterStackOp)
        1    0.000    0.000    0.000    0.000 _ridge.py:2085(_BaseRidgeCV)
        1    0.000    0.000    0.000    0.000 _omp.py:591(OrthogonalMatchingPursuit)
        1    0.000    0.000    0.000    0.000 __init__.py:1933(PathMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:2120(NoDists)
        1    0.000    0.000    0.000    0.000 __init__.py:3095(RequirementParseError)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 util.py:164(UnboundedMemo)
        1    0.000    0.000    0.000    0.000 exceptions.py:256(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 core.py:2263(Token)
        1    0.000    0.000    0.000    0.000 testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 more.py:3071(time_limited)
        1    0.000    0.000    0.000    0.000 _compat.py:45(NullFinder)
        1    0.000    0.000    0.000    0.000 _apply_pyprojecttoml.py:345(_WouldIgnoreField)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:200(Word)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 argparse.py:1083(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1287(Namespace)
        1    0.000    0.000    0.000    0.000 _base.py:559(Executor)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 locks.py:432(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 windows_events.py:194(_WaitHandleFuture)
        1    0.000    0.000    0.000    0.000 windows_events.py:246(PipeServer)
        1    0.000    0.000    0.000    0.000 compressor.py:568(__init__)
        1    0.000    0.000    0.000    0.000 _interface.py:661(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 arpack.py:905(SpLuInv)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:11(HessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 report.py:31(BasicReport)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:13(Storage)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:828(_RangeFunc)
        1    0.000    0.000    0.000    0.000 base.py:258(ConstantDenseOutput)
        1    0.000    0.000    0.000    0.000 rk.py:538(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8419(FitUniformFixedScaleDataError)
        1    0.000    0.000    0.000    0.000 _data.py:2126(KernelCenterer)
        1    0.000    0.000    0.000    0.000 _split.py:193(LeavePOut)
        1    0.000    0.000    0.000    0.000 _split.py:755(StratifiedGroupKFold)
        1    0.000    0.000    0.000    0.000 _split.py:1105(LeaveOneGroupOut)
        1    0.000    0.000    0.000    0.000 _split.py:2222(_CVIterableWrapper)
        7    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        1    0.000    0.000    0.000    0.000 threading.py:1275(Timer)
        1    0.000    0.000    0.000    0.000 reportviews.py:474(DegreeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:811(EdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:1375(MultiEdgeView)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1281(XMLPullParser)
        1    0.000    0.000    0.000    0.000 simple_paths.py:570(PathBuffer)
        1    0.000    0.000    0.000    0.000 community_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 getlimits.py:562(tiny)
        1    0.000    0.000    0.000    0.000 subprocess.py:205(Detach)
        2    0.000    0.000    0.000    0.000 subprocess.py:1445(_internal_poll)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        3    0.000    0.000    0.000    0.000 core.py:1355(getmask)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:1743(RootLogger)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 loss.py:523(HalfSquaredError)
        1    0.000    0.000    0.000    0.000 _omp.py:867(OrthogonalMatchingPursuitCV)
        1    0.000    0.000    0.000    0.000 configparser.py:190(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:508(AddressList)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:21(InvalidSdistFilename)
        1    0.000    0.000    0.000    0.000 util.py:81(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 core.py:4899(_NullToken)
        1    0.000    0.000    0.000    0.000 pyprojecttoml.py:465(_InvalidFile)
        1    0.000    0.000    0.000    0.000 argparse.py:1060(_CountAction)
        1    0.000    0.000    0.000    0.000 mock.py:2835(PropertyMock)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:698(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 process_executor.py:295(_SafeQueue)
        1    0.000    0.000    0.000    0.000 process.py:66(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:83(ResourceTracker)
        1    0.000    0.000    0.000    0.000 _stats_py.py:3871(AlexanderGovernConstantInputWarning)
        1    0.000    0.000    0.000    0.000 _optimize.py:3557(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 _interface.py:573(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:604(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 arpack.py:596(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 report.py:39(SQPReport)
        1    0.000    0.000    0.000    0.000 _nonlin.py:309(TerminationCondition)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:17(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 _bvp.py:514(BVPResult)
        1    0.000    0.000    0.000    0.000 base.py:217(DenseOutput)
        1    0.000    0.000    0.000    0.000 lsoda.py:179(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 _polyint.py:498(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:70(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 _hypotests.py:149(CramerVonMisesResult)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3393(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3425(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:105(<listcomp>)
        3    0.000    0.000    0.000    0.000 threadpoolctl.py:321(<genexpr>)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:1014(OpenMPController)
        5    0.000    0.000    0.000    0.000 version.py:455(_parse_local_version)
        1    0.000    0.000    0.000    0.000 _estimator_html_repr.py:10(_IDCounter)
        1    0.000    0.000    0.000    0.000 _data.py:1832(Normalizer)
        1    0.000    0.000    0.000    0.000 _label.py:35(LabelEncoder)
        1    0.000    0.000    0.000    0.000 _split.py:1511(RepeatedStratifiedKFold)
        1    0.000    0.000    0.000    0.000 contextlib.py:376(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:329(SplitResult)
        1    0.000    0.000    0.000    0.000 coreviews.py:438(FilterMultiAdjacency)
        1    0.000    0.000    0.000    0.000 reportviews.py:565(InDegreeView)
        1    0.000    0.000    0.000    0.000 graphml.py:700(GraphMLWriterLxml)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:846(GMState)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:934(DiGMState)
        1    0.000    0.000    0.000    0.000 shutil.py:89(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 arrayprint.py:905(FloatingFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:299(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(ndenumerate)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        4    0.000    0.000    0.000    0.000 function_base.py:1771(_trim_zeros)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
        1    0.000    0.000    0.000    0.000 core.py:193(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:1118(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 base.py:672(RegressorMixin)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 getopt.py:43(GetoptError)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:2528(MultiTaskLasso)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:57(_ValidationScoreCallback)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 version.py:42(parse)
        2    0.000    0.000    0.000    0.000 _manylinux.py:17(_InvalidELFFileHeader)
        1    0.000    0.000    0.000    0.000 core.py:194(_should_enable_warnings)
        4    0.000    0.000    0.000    0.000 core.py:771(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:3400(PositionToken)
        1    0.000    0.000    0.000    0.000 core.py:4578(__init__)
        1    0.000    0.000    0.000    0.000 markers.py:69(Variable)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:204(CFWSList)
